,TA_F,SW_IN_POT,SW_IN_F,LW_IN_F,VPD_F,P_F,WS_F,LE_F_MDS,H_F_MDS
671,0.93,192.797,36.121,310.747,0.353,1.726,3.951,11.6137,-1.03592
672,3.021,190.305,48.247,317.658,0.361,1.013,2.964,-1.22753,-0.702792
673,3.898,187.848,24.567,323.871,0.297,3.432,2.441,32.0438,-3.38604
674,3.55,185.427,60.343,316.719,0.287,0.607,1.813,19.7477,20.9241
675,6.418,183.044,70.705,307.11,0.768,1.914,4.667,12.5971,-10.7597
676,1.837,180.699,39.207,280.259,1.561,0.035,6.433,15.1145,-25.7378
677,3.741,178.394,79.869,254.629,1.882,0.383,5.172,7.30337,-6.64735
678,5.296,176.13,89.244,265.09,1.543,2.522,3.321,17.2383,25.8654
679,5.602,173.906,111.1,233.245,1.468,9.571,4.495,10.5326,13.1997
680,10.397,171.724,35.674,323.736,2.142,16.62,6.514,-0.32386,-41.0525
681,3.112,169.585,17.501,327.724,0.134,15.158,3.408,19.6117,-2.34353
682,-1.639,167.491,82.634,267.106,0.564,4.663,5.155,59.058,-12.7965
683,0.096,165.44,51.515,277.654,0.63,0.528,4.251,6.95771,-16.5808
684,1.511,163.435,41.506,308.805,0.443,8.551,6.169,25.2248,-8.72596
685,-5.149,161.476,22.314,272.937,0.383,5.056,8.631,28.1443,12.7832
686,-1.207,159.564,44.03,262.005,1.129,3.38,6.231,28.819,-38.0078
687,0.628,157.7,71.736,250.342,1.191,1.9335,4.465,5.62019,-14.3228
688,3.141,155.884,34.597,273.404,1.161,0.487,5.666,-3.56085,-36.8281
689,2.065,154.117,50.53,253.949,1.443,1.072,4.06,11.1802,-15.6213
690,1.936,152.399,96.013,226.677,2.454,0.107,4.183,15.1936,10.0734
691,3.199,150.732,46.471,291.98,1.203,0.5796666666666667,4.322,0.728187,-11.1373
692,5.199,149.116,51.473,287.864,1.621,1.0523333333333333,7.007,3.19288,-30.1771
693,2.694,147.551,49.197,285.861,1.752,1.525,7.677,22.9515,-17.4154
694,-3.451,146.039,26.533,283.325,0.539,2.916,6.336,16.6903,2.03162
695,0.541,144.578,15.731,298.195,0.713,5.896,5.92,6.41197,-31.8233
696,-2.976,143.171,9.537,283.622,0.521,8.497,9.121,19.6481,2.31688
697,-8.524,141.818,53.232,257.311,0.422,6.258,6.62,4.09911,42.2009
698,-10.158,140.519,54.643,221.031,0.319,2.041,4.492,14.5308,14.461
699,-7.364,139.275,41.753,244.928,0.239,0.318,3.2,8.68346,10.2017
700,-3.817,138.085,48.639,263.917,0.769,1.513,5.338,11.6766,-0.443281
701,-5.331,136.95,55.612,247.624,0.59,1.414,5.065,-0.800597,-47.4897
702,0.133,135.872,41.917,295.66,0.519,2.478,7.643,-3.54617,-54.3076
703,-2.948,134.85,21.609,291.376,0.138,7.927,3.781,2.5399,-3.18796
704,-5.238,133.883,5.888,275.703,0.298,25.345,8.657,2.67228,0.701742
705,-6.063,132.974,55.048,244.886,0.504,1.784,3.496,-1.7888,-13.2927
706,-2.463,132.122,17.572,290.564,0.133,4.477,5.096,2.09621,-8.26414
707,-7.613,131.328,30.019,258.106,0.247,3.248,6.771,26.6095,25.8164
708,-5.301,130.591,50.744,267.289,0.177,1.111,6.133,2.83434,10.3728
709,-0.507,129.912,30.402,276.079,0.103,3.614,6.529,11.8793,-39.62
710,-7.997,129.291,25.428,266.67,0.291,2.981,9.32,7.94561,75.2113
711,-6.702,128.728,41.318,254.0,0.206,1.242,4.479,10.4438,11.9743
712,-6.335,128.224,35.058,262.17,0.205,9.038,4.094,7.3909,16.6094
713,-8.207,127.779,50.658,230.804,0.441,0.865,4.078,8.51288,16.3885
714,-8.264,127.392,30.043,250.434,0.473,0.852,1.869,2.93584,16.3499
715,-5.228,127.065,5.494,278.975,0.24,15.609,4.411,0.909758,13.7858
716,-6.168,126.796,49.315,264.291,0.242,4.768,3.836,6.10877,19.2038
717,-7.209,126.587,43.269,239.314,0.37,1.878,1.225,-2.46103,12.7455
718,-9.869,126.437,44.098,222.532,0.305,2.186,2.045,1.22125,9.17014
719,-6.174,126.347,26.395,263.398,0.373,4.765,6.194,3.89554,8.46775
720,-7.408,126.316,40.247,269.671,0.189,3.277,7.271,11.095,21.8036
721,-11.487,126.345,59.328,243.782,0.229,2.844,7.734,31.0433,65.6692
722,-7.035,126.433,83.195,227.614,0.431,6.356,4.724,9.98668,10.0157
723,-7.321,126.581,72.395,233.117,0.324,1.363,3.922,-0.837637,16.2617
724,-7.064,126.788,33.272,251.307,0.185,1.271,3.257,-7.39473,-3.21867
725,-7.636,127.055,46.032,252.436,0.187,2.256,3.652,-1.91528,9.80994
726,-10.175,127.381,44.589,253.183,0.21,4.94,3.175,14.7719,11.3799
727,-10.879,127.768,48.768,231.486,0.214,5.222,4.774,16.9593,10.8347
728,-10.779,128.213,48.015,220.112,0.263,2.3,3.331,12.2466,16.9646
729,-9.265,128.717,38.674,235.664,0.269,3.638,3.653,15.5498,17.9375
730,-10.281,129.281,48.321,241.833,0.205,2.595,4.142,14.3109,16.9798
731,-12.059,129.281,51.885,208.898,0.29,1.276,2.485,11.5808,13.3608
732,-8.014,129.904,48.931,245.612,0.393,1.277,5.7,20.2392,14.9967
733,-2.824,130.587,17.939,293.365,0.11,7.446,5.721,4.53642,-0.784018
734,-5.48,131.327,20.57,269.584,0.246,7.3,3.377,3.8761,-3.36281
735,-11.902,132.127,54.585,213.219,0.335,1.155,3.651,15.7513,10.424
736,-5.317,132.985,58.126,260.323,0.3,2.011,4.785,8.0414,5.25008
737,-7.476,133.901,14.658,260.773,0.176,6.523,3.449,6.2252,2.18713
738,-11.781,134.875,56.855,209.707,0.307,1.408,4.322,9.65788,1.89876
739,-12.15,135.908,47.95,210.51,0.292,2.568,2.902,4.84428,1.77942
740,-12.481,136.998,46.681,216.041,0.291,2.787,4.936,2.65481,-2.24303
741,-12.853,138.144,61.734,202.353,0.38,0.921,2.541,4.63439,2.71839
742,-11.383,139.348,64.396,211.673,0.456,2.276,3.629,4.26002,2.71839
743,-6.144,140.608,37.019,248.272,0.251,4.198,4.379,2.38059,5.28878
744,-7.008,141.925,71.453,227.959,0.206,1.168,2.215,1.95066,2.05737
745,-7.732,143.297,96.594,168.427,0.54,1.359,1.442,2.62902,6.61027
746,-8.368,144.725,76.187,208.56,0.457,1.55,3.318,2.97491,-9.21635
747,-7.07,146.207,32.134,269.317,0.183,1.741,3.549,14.5925,21.0242
748,-7.463,147.744,65.25,252.639,0.189,1.483,1.684,-3.02956,14.0851
749,-8.163,149.335,64.717,233.107,0.313,0.487,1.027,0.361485,-5.87865
750,-7.233,150.98,41.787,253.672,0.201,2.872,2.556,-9.3018,-3.73365
751,-9.211,152.677,72.228,219.427,0.226,2.184,3.094,3.76823,4.81984
752,-12.991,154.427,105.291,174.781,0.381,0.994,3.342,6.14983,-1.05719
753,-12.867,156.229,98.809,192.895,0.346,0.275,2.045,-2.2157,16.5187
754,-8.606,158.082,65.364,247.949,0.3,5.082,4.157,-7.95261,0.868666
755,-13.63,159.985,93.277,173.935,0.232,1.063,3.155,4.37541,2.57964
756,-13.709,161.938,105.745,189.992,0.329,0.72,2.817,3.13151,21.5155
757,-11.666,163.939,63.241,242.144,0.283,3.147,4.173,11.0014,18.6995
758,-11.361,165.989,64.407,246.613,0.276,3.581,5.311,2.91489,36.8097
759,-7.878,168.087,40.233,274.883,0.197,9.06,2.531,-2.81999,-0.638187
760,-8.377,170.233,70.444,253.412,0.198,3.951,4.145,5.15269,19.6969
761,-11.769,172.423,55.303,243.812,0.214,2.266,6.447,23.6999,51.3812
762,-11.313,174.659,120.955,174.683,0.588,0.312,3.354,3.0459,2.35042
763,-9.92,176.939,122.148,177.009,0.657,0.246,2.743,5.04358,11.9509
764,-9.246,179.263,99.803,224.974,0.36,2.56,4.108,6.33382,24.7629
765,-8.28,181.63,58.813,260.839,0.259,3.773,5.077,2.21587,24.786
766,-6.994,184.037,73.577,265.208,0.231,3.526,4.259,3.46676,18.3665
767,-5.352,186.486,72.378,278.884,0.183,3.203,2.361,-4.76044,16.36
768,-6.404,188.975,90.202,249.869,0.471,0.75,1.235,7.76069,24.5862
769,-5.717,191.502,75.68,262.974,0.427,0.904,4.276,10.4639,16.46
770,-8.488,194.067,65.131,240.271,0.232,1.371,3.9,-0.374708,2.56361
771,-12.56,196.668,83.768,229.385,0.318,2.657,2.143,-3.89787,7.34791
772,-13.549,199.306,96.774,218.508,0.294,1.272,2.126,6.59497,15.7706
773,-12.85,201.978,103.412,237.151,0.294,2.732,3.262,0.582092,18.8912
774,-11.655,204.683,68.549,250.762,0.223,3.432,2.516,0.217524,9.0055
775,-13.111,207.422,91.073,237.053,0.238,3.819,2.857,7.27908,19.0966
776,-11.611,210.191,94.807,221.171,0.447,1.789,2.32,17.9755,30.4263
777,-10.846,212.991,94.779,223.436,0.576,1.206,1.403,18.2396,31.0603
778,-11.326,215.82,107.827,211.087,0.486,0.623,2.443,1.49207,16.1668
779,-13.494,218.677,130.341,179.583,0.484,0.441,2.443,-4.60301,23.2758
780,-12.05,221.561,145.934,199.61,0.528,1.121,2.169,3.6416,6.02205
781,-7.198,224.471,47.295,269.204,0.192,11.027,5.457,-1.55764,8.04931
782,-11.285,227.405,55.779,256.089,0.218,2.393,7.171,41.8792,55.8873
783,-11.381,230.363,110.447,242.923,0.223,2.949,7.429,40.8353,72.1638
784,-10.411,233.344,43.145,249.911,0.215,5.84,3.765,8.93217,10.6378
785,-10.459,236.345,152.582,217.792,0.362,1.47,4.481,13.8508,41.8506
786,-10.036,239.367,111.856,243.993,0.246,0.502,1.461,10.7137,18.1622
787,-11.513,242.407,112.205,235.641,0.275,0.765,2.101,5.97695,14.3363
788,-10.854,245.465,167.235,191.22,0.881,1.551,3.236,2.14828,35.2672
789,-11.635,248.54,111.888,234.724,0.324,2.383,3.151,-4.44991,18.5192
790,-11.602,251.63,162.586,185.697,0.356,0.816,2.117,7.40992,41.364
791,-11.103,254.735,166.442,190.017,0.378,1.001,2.819,4.28948,39.0185
792,-10.352,257.851,129.316,211.356,0.219,1.535,3.919,-3.66635,18.9596
793,-9.729,260.981,101.186,225.683,0.218,0.913,2.763,2.08329,19.0201
794,-9.552,264.121,157.435,231.742,0.271,0.754,4.518,4.04373,40.2224
795,-5.584,267.272,119.126,265.531,0.441,0.632,6.204,-4.27696,24.6833
796,-1.463,270.429,147.074,265.763,1.24,0.51,6.554,3.81111,25.7473
797,-7.102,273.596,89.656,271.28,0.275,7.274,6.687,14.8039,40.3714
798,-11.296,276.768,89.738,252.834,0.221,2.966,7.005,8.96547,77.0189
799,-9.224,279.945,117.768,246.936,0.391,0.791,2.996,10.9333,20.8328
800,-8.753,283.126,113.21,264.103,0.206,2.182,2.612,10.9539,16.3341
801,-10.702,286.311,90.025,253.729,0.218,8.747,4.009,31.2549,28.1343
802,-10.583,289.497,124.871,238.103,0.218,2.437,2.747,5.87611,28.4822
803,-8.229,292.684,151.98,255.715,0.214,0.955,4.297,13.9202,30.1862
804,-2.305,295.872,197.205,234.727,1.332,0.053,7.221,14.7405,12.7655
805,-0.761,299.057,107.878,250.771,1.162,0.125,4.701,11.3349,2.69617
806,-0.272,302.242,126.337,267.32,1.027,2.296,3.744,5.96705,8.3178
807,-3.84,305.422,88.144,275.259,0.173,7.085,4.516,14.1336,15.6997
808,-6.81,308.598,165.09,215.26,0.952,0.628,5.234,14.4596,22.5674
809,-2.039,311.769,115.701,272.998,1.212,0.695,7.125,10.4156,8.899
810,-2.621,314.934,210.027,221.959,1.467,0.314,5.211,33.8924,31.8062
811,0.458,318.092,150.448,278.292,1.678,0.483,6.019,16.2641,18.8297
812,-1.899,321.242,98.737,277.402,0.471,0.466,4.179,19.6676,23.0875
813,-4.532,324.383,178.945,231.697,0.974,0.239,4.099,19.3956,43.6087
814,-7.249,327.513,86.996,264.533,0.298,3.535,3.706,6.27608,20.9985
815,-7.025,330.633,156.742,234.661,0.432,0.642,5.547,18.7744,30.7086
816,-5.224,333.741,147.805,237.975,0.593,1.123,5.047,2.27278,18.2321
817,-2.226,336.837,237.298,203.599,2.14,4.052,3.093,11.6155,41.5921
818,-1.245,339.918,115.342,277.277,1.228,6.981,3.274,3.32555,12.2294
819,-4.659,342.987,134.717,278.908,0.246,4.8,5.363,12.9681,41.3045
820,-5.982,346.039,184.717,253.229,0.428,2.409,4.018,9.28032,46.6516
821,-4.993,349.076,205.723,219.935,0.766,1.677,3.387,8.16072,39.7344
822,-1.807,352.095,183.113,231.676,1.672,0.41,4.746,6.03927,11.3154
823,-2.217,355.098,110.629,286.05,0.61,3.038,3.769,12.2577,22.7412
824,-2.404,358.082,235.412,228.088,1.398,0.331,3.23,18.1198,54.4401
825,-1.142,361.047,130.809,265.86,0.807,0.17,5.353,4.94018,7.20908
826,3.176,363.992,127.072,281.686,1.263,2.945,4.096,4.00935,-0.204268
827,2.657,366.916,52.108,310.819,0.193,5.72,5.363,20.8417,-28.6091
828,-1.977,369.82,119.5,276.232,0.325,3.932,6.444,19.2355,31.7135
829,-2.83,372.701,145.373,272.687,0.562,1.727,4.418,14.8514,39.1189
830,-3.188,375.559,66.13,278.98,0.374,10.733,3.013,15.7408,0.316224
831,-1.045,378.394,121.804,273.342,0.568,0.974,4.504,17.0626,5.8467
832,1.831,381.206,235.842,247.58,2.575,0.867,2.233,10.3037,53.8213
833,0.293,383.991,89.528,292.285,1.583,0.76,1.929,9.31859,20.315
834,1.343,386.752,171.587,274.462,1.495,0.199,2.171,18.8168,47.9107
835,1.456,389.488,119.821,257.362,1.765,1.474,4.578,19.589,3.54904
836,2.31,392.196,251.16,242.526,3.757,0.337,5.428,26.8235,16.0804
837,-1.67,394.877,83.062,291.208,0.725,5.713,7.427,15.6592,7.33177
838,-2.505,397.53,188.87,234.946,1.087,0.55,3.729,15.5992,44.8348
839,0.327,400.155,294.257,205.631,2.718,0.7325,3.47,19.2008,56.9526
840,3.547,402.751,203.55,262.141,4.359,0.915,3.385,19.1619,14.0402
841,-0.917,405.317,50.987,308.493,0.431,13.47,2.753,25.2302,3.81419
842,-4.185,407.853,139.876,287.587,0.16,6.366,4.972,23.0146,21.5869
843,-3.373,410.357,224.525,269.773,0.281,5.043,4.949,17.6286,40.9589
844,0.296,412.832,295.699,236.448,1.334,2.6625,4.167,13.2643,52.7558
845,4.158,415.274,227.691,262.17,2.574,0.282,5.745,4.5011,9.90427
846,4.111,417.684,232.439,271.125,1.306,0.412,6.668,-1.57267,0.791323
847,5.369,420.061,238.774,281.832,2.57,0.939,6.626,1.00811,-11.8639
848,7.854,422.404,160.485,316.012,2.276,1.712,5.016,8.80121,-14.5657
849,2.981,424.715,51.422,319.528,0.444,2.03,7.829,-10.1798,-43.6884
850,-0.747,426.99,148.845,298.553,0.433,1.064,3.106,19.709,34.8092
851,1.128,429.23,124.939,310.745,0.897,4.25,3.052,11.7779,-0.233479
852,3.508,431.436,202.092,274.659,1.611,4.591,7.279,10.69,-9.67583
853,5.143,433.606,241.158,268.86,3.775,5.7620000000000005,6.133,11.5553,1.68996
854,3.235,435.739,109.16,285.236,1.784,6.933,4.515,7.17215,-5.20388
855,0.116,437.836,183.569,306.456,0.355,2.217,3.989,15.9013,44.6035
856,-1.446,439.896,262.059,265.255,0.534,0.519,3.428,20.6652,50.632
857,-1.257,441.918,64.988,296.998,0.163,18.698,2.986,12.7071,6.88759
858,0.852,443.902,261.575,292.001,0.516,0.747,2.395,17.4357,47.558
859,-0.459,445.848,103.577,309.296,0.122,1.928,2.03,14.8315,40.0878
860,-1.864,447.756,171.723,299.699,0.154,7.333,3.482,14.1529,57.8601
861,0.248,449.624,243.502,254.703,1.354,0.218,3.706,19.8247,55.2644
862,2.924,451.452,335.852,211.118,3.644,1.0265,2.117,18.5885,61.5314
863,4.288,453.24,319.243,233.065,3.692,1.835,2.197,16.128,65.7458
864,4.795,454.988,324.932,251.63,3.099,2.6435,2.485,8.93002,49.9314
865,1.129,456.695,99.672,303.085,0.269,3.452,3.266,33.1792,-3.51204
866,5.451,458.361,313.698,248.243,2.51,0.005,3.118,-2.1911,49.3805
867,4.844,459.986,159.969,304.876,1.267,2.358,5.416,0.733233,-1.09056
868,6.84,461.569,79.13,342.889,0.477,7.922,3.511,7.72671,-20.2659
869,4.624,463.11,51.801,332.366,0.181,13.271,6.642,-12.3399,-17.6774
870,7.419,464.608,321.973,269.168,3.927,0.344,6.853,25.5188,27.9964
871,9.165,466.064,277.146,302.232,3.333,1.825,6.656,-3.06747,-8.65117
872,8.621,467.475,320.193,278.194,4.511,1.035,4.227,7.76638,36.3368
873,5.181,468.844,167.385,312.544,2.589,0.245,3.477,7.61099,14.9579
874,2.93,470.169,109.663,318.391,0.313,1.275,1.811,1.30312,18.5461
875,5.48,471.45,268.521,271.281,2.631,0.195,3.529,17.8074,64.9244
876,7.46,472.686,238.821,266.306,3.348,0.297,3.919,4.86129,30.5607
877,9.756,473.878,113.039,294.289,3.883,0.399,2.494,8.15492,3.36662
878,12.48,475.025,204.308,314.863,4.306,0.501,1.954,7.43543,36.7423
879,13.488,476.126,264.629,293.091,4.813,0.846,2.929,11.0481,47.6003
880,14.06,477.182,342.744,275.09,5.972,0.7607999999999999,5.206,28.4341,55.8155
881,14.424,478.193,286.474,291.923,6.011,0.6756,3.394,29.5606,57.1388
882,10.683,479.157,313.864,303.212,1.675,0.5904,3.432,38.9721,141.791
883,14.759,480.076,287.681,333.62,5.098,0.5052,2.526,54.2645,111.703
884,13.168,480.948,126.313,339.341,4.327,0.42,2.148,38.7149,28.0844
885,10.618,481.773,87.693,354.653,1.167,1.159,1.702,28.446,28.5485
886,8.277,482.552,111.28,331.491,0.538,1.633,2.706,45.8395,30.1284
887,7.891,483.283,272.752,287.831,2.33,0.133,2.15,67.4294,127.157
888,12.156,483.969,304.21,295.689,4.21,0.22699999999999998,3.485,62.1197,136.434
889,16.466,484.606,330.536,298.925,7.698,0.32099999999999995,2.413,89.3109,135.205
890,15.926,485.196,248.936,325.934,4.834,0.415,5.086,57.1775,64.5739
891,16.595,485.737,231.806,346.929,4.297,0.797,4.228,51.9386,61.2489
892,15.899,486.233,192.653,359.886,3.0,1.192,2.338,76.3133,86.663
893,9.56,486.68,45.276,360.146,0.264,20.572,2.345,65.037,-10.5543
894,12.642,487.078,179.82,357.2,1.067,1.253,2.26,69.7341,52.2012
895,14.985,487.43,214.142,351.143,3.137,0.07,2.042,103.189,64.4951
896,17.738,487.733,255.876,331.195,5.496,0.07033333333333333,1.861,109.791,111.878
897,17.751,487.987,302.764,319.085,6.196,0.07066666666666667,2.059,97.8412,99.3883
898,16.063,488.194,320.985,308.434,7.742,0.07100000000000001,3.696,112.439,76.0614
899,14.915,488.353,327.192,307.336,5.799,0.07133333333333333,3.383,95.5294,102.763
900,14.922,488.463,201.554,361.191,2.466,0.07166666666666666,2.51,70.0639,64.3674
901,16.446,488.525,191.71,353.154,4.153,0.072,1.954,77.6349,53.9521
902,18.01,488.539,274.067,347.076,4.817,0.124,3.631,94.8511,70.8128
903,20.262,488.505,287.024,336.674,7.393,0.176,3.853,101.543,33.8071
904,18.887,488.423,294.688,336.509,4.86,0.11549999999999999,8.651,79.7622,48.2125
905,16.082,488.293,283.501,331.935,4.754,0.055,5.311,87.1486,101.865
906,17.382,488.115,259.736,338.582,7.936,0.149,2.103,111.697,68.8529
907,18.077,487.888,308.188,331.204,6.867,2.1685,2.706,113.124,89.4892
908,15.27,487.613,42.585,381.813,0.513,4.188,3.826,17.1943,0.739229
909,16.334,487.291,293.537,309.962,4.922,0.193,2.569,131.69,82.0296
910,12.975,486.922,301.434,310.583,3.83,0.155,3.177,103.13,113.667
911,10.351,486.506,283.515,309.034,2.07,0.117,2.091,74.8365,142.284
912,15.091,486.041,285.456,316.21,4.705,0.13433333333333333,2.472,78.4398,91.9
913,16.853,485.53,244.277,338.665,5.584,0.15166666666666667,1.767,89.1268,91.9104
914,17.076,484.972,213.706,330.892,5.004,0.169,1.867,70.3817,70.9826
915,17.077,484.366,263.336,352.025,4.211,0.18633333333333335,2.366,81.298,112.113
916,13.738,483.715,210.945,333.408,3.188,0.20366666666666666,1.866,86.0256,85.8899
917,8.866,483.016,119.437,347.203,0.57,0.221,3.023,48.9515,36.6995
918,9.172,482.272,132.139,349.008,0.928,0.266,1.871,51.6525,71.8048
919,11.807,481.481,183.272,340.145,1.317,0.311,0.913,66.7686,67.9544
920,14.138,480.646,185.67,343.283,2.421,0.776,1.833,64.2075,57.1809
921,15.069,479.763,171.676,347.846,2.604,0.47850000000000004,1.716,79.4823,78.1411
922,13.393,478.837,229.192,335.055,2.495,0.181,2.282,106.241,86.3678
923,16.371,477.865,229.238,341.852,3.581,0.1668,1.982,76.96,73.9557
924,17.459,476.849,333.708,322.726,5.478,0.15259999999999999,3.939,93.7783,86.3959
925,19.545,475.789,260.633,344.486,7.216,0.1384,2.746,96.4874,76.2251
926,17.113,474.684,266.924,339.67,4.34,0.1242,3.746,83.3967,78.5045
927,17.512,473.536,83.336,384.588,1.88,0.11,4.567,45.9199,-5.46788
928,18.281,472.343,57.438,383.003,1.346,0.267,5.923,19.4862,-16.5321
929,17.378,471.108,95.905,372.653,2.214,11.575,5.344,51.6211,-2.00123
930,15.191,469.832,149.357,362.005,1.487,0.918,2.188,68.2729,28.354
931,15.128,468.511,111.688,371.679,1.596,1.599,1.518,41.8673,27.304
932,17.071,467.15,201.453,369.101,2.935,0.627,1.813,98.3001,61.6832
933,17.165,465.745,302.821,371.04,2.941,0.498,2.542,112.081,106.773
934,16.64,464.3,196.558,374.294,1.817,0.369,2.134,69.8629,79.056
935,16.007,462.814,8.25,373.681,1.056,0.24,1.329,67.8009,66.6364
936,16.126,461.288,4.895,373.618,1.011,0.111,1.072,38.5828,22.6871
937,18.26,459.721,53.026,381.706,2.462,1.922,1.47,78.2078,56.5256
938,14.608,458.114,44.284,383.438,0.438,44.332,4.508,54.3818,-4.86331
939,14.542,456.468,115.658,366.928,1.017,1.145,2.694,73.3434,20.8684
940,15.571,454.784,83.391,378.063,0.762,21.906,2.328,84.7208,4.79474
941,19.632,453.06,197.458,391.945,2.13,5.004,3.839,94.2202,52.5727
942,20.172,451.298,149.811,381.478,2.49,0.362,1.916,77.2627,24.0934
943,21.686,449.498,200.246,384.529,3.914,1.152,1.678,92.2467,54.2716
944,21.35,447.661,129.212,405.385,2.261,4.289,3.327,61.8917,25.2083
945,20.825,445.787,35.928,417.986,0.726,30.612,4.385,20.4988,-12.0692
946,21.033,443.877,221.359,402.48,2.292,1.098,6.373,95.7565,44.0647
947,19.973,441.931,34.249,412.294,0.665,0.384,5.514,31.4058,-13.4572
948,20.261,439.949,249.276,364.294,6.86,0.4171,4.235,113.423,59.4317
949,19.414,437.932,144.142,372.081,4.305,0.4502,2.895,76.5132,18.3029
950,20.252,435.88,267.609,323.667,7.004,0.4833,1.619,128.079,65.9298
951,19.446,433.794,299.596,317.86,5.946,0.5164,3.679,152.273,75.8619
952,19.905,431.674,237.317,346.324,4.302,0.5495,2.999,127.788,48.4605
953,21.876,429.52,268.753,360.145,6.134,0.5826,2.598,121.839,51.5954
954,22.936,427.335,269.483,348.309,7.899,0.6157,2.709,128.213,41.5823
955,21.302,425.117,272.268,359.051,4.953,0.6488,3.285,121.169,60.3272
956,20.508,422.866,150.747,387.452,2.579,0.6819,2.494,142.492,14.6239
957,18.306,420.584,252.271,361.649,2.733,0.715,2.461,190.867,73.1562
958,15.54,418.272,192.714,335.678,2.789,0.694,1.636,109.307,59.5527
959,17.739,415.928,186.868,364.5,3.354,0.673,1.973,87.1625,36.3109
960,19.236,413.555,111.493,389.888,1.604,0.652,2.546,78.1347,-8.47902
961,19.271,411.153,123.271,377.029,0.719,0.631,2.793,74.0976,-9.13473
962,14.726,408.721,80.839,382.154,0.377,4.121,3.377,58.603,1.16157
963,14.425,406.262,66.362,383.392,0.035,13.447,2.325,78.0231,7.71986
964,14.15,403.774,173.815,371.212,0.295,23.013,3.751,83.0934,66.4515
965,13.898,401.259,271.29,304.355,2.713,11.7505,2.868,118.687,91.3597
966,15.68,398.717,271.678,291.36,4.255,0.488,4.27,121.954,32.6383
967,15.864,396.148,262.015,295.251,5.412,17.314,2.043,123.634,53.2028
968,14.327,393.555,40.768,369.701,1.32,34.14,2.776,53.2397,-15.0352
969,17.231,390.935,124.279,387.018,0.326,11.598,5.504,75.3983,-1.84049
970,16.457,388.292,147.309,363.858,1.025,1.095,5.059,55.779,6.44862
971,16.959,385.624,168.152,331.83,1.344,3.697,4.496,79.6358,1.83088
972,18.378,382.932,227.873,343.13,3.243,4.675,5.126,112.122,11.6617
973,17.686,380.218,203.541,327.296,2.822,5.653,4.271,99.6336,3.41762
974,18.709,377.481,189.72,335.87,4.741,7.071,4.348,98.392,-16.8788
975,17.159,374.723,41.765,380.755,0.495,8.489,5.487,51.2925,-27.1862
976,11.932,371.943,116.096,314.445,2.061,0.168,4.594,89.701,-18.8168
977,12.425,369.143,207.135,274.875,3.529,9.408,3.727,89.503,17.2596
978,13.695,366.323,175.704,300.548,3.269,18.648,1.321,79.9234,38.6262
979,14.722,363.484,185.068,294.536,2.922,27.887999999999998,1.734,118.344,55.9358
980,14.282,360.626,27.993,371.632,0.721,37.128,2.871,55.4395,-22.3044
981,15.314,357.75,112.965,360.291,0.254,14.344,5.277,60.3482,1.02563
982,16.134,354.856,219.749,317.929,2.364,10.143999999999998,5.411,82.364,24.5509
983,16.386,351.946,133.553,337.744,1.947,5.943999999999999,3.581,48.1046,-6.20804
984,15.138,349.02,35.13,346.198,0.066,1.744,6.232,15.0833,-39.6649
985,16.553,346.079,111.104,369.536,1.023,2.846,5.459,53.0662,-8.85019
986,13.12,343.122,119.663,323.984,0.788,6.065,3.861,75.865,-10.0745
987,9.513,340.152,64.048,293.355,2.897,6.088,2.049,82.3528,-36.7984
988,12.441,337.169,231.376,275.943,1.761,6.111000000000001,4.265,81.8958,37.13
989,16.647,334.174,211.476,315.413,4.378,6.134,3.276,81.2166,30.6369
990,14.041,331.166,95.412,346.303,2.237,6.157,4.476,50.9224,-28.2607
991,15.645,328.148,27.698,388.788,1.8530000000000002,9.856,5.115,36.4239,-17.2044
992,14.597,325.118,137.374,335.926,1.469,5.969,5.853,88.24,-19.8571
993,10.602,322.081,153.445,307.373,1.459,4.159,3.697,88.9628,3.35658
994,9.94,319.034,158.495,277.671,1.476,1.189,2.466,56.22,16.3916
995,10.659,315.98,116.716,307.684,1.097,6.0635,2.766,39.2357,13.5405
996,11.539,312.917,74.232,339.068,0.305,10.938,3.134,65.7794,-14.3777
997,10.856,309.85,170.13,280.815,1.666,0.51,3.834,83.0751,15.1227
998,10.235,306.776,204.204,261.575,1.631,2.197285714285714,2.05,85.7444,69.1598
999,9.934,303.699,192.287,256.154,2.425,3.8845714285714283,1.9,80.5465,46.6431
1000,10.6,300.617,144.776,281.358,1.567,5.571857142857143,2.765,38.0879,14.8071
1001,11.326,297.532,169.993,291.566,1.608,7.259142857142857,3.266,76.5427,25.6158
1002,12.222,294.446,202.384,276.145,2.177,8.946428571428571,3.092,84.0793,37.6106
1003,11.735,291.359,114.73,300.612,1.522,10.633714285714285,5.645,54.4221,-23.2499
1004,12.099,288.271,38.975,354.272,0.055,12.321,4.267,33.9633,-18.7509
1005,10.898,285.184,129.992,311.268,1.159,3.851,3.857,68.2784,0.524059
1006,6.927,282.099,145.915,267.035,2.881,2.462,5.327,131.291,-15.83
1007,8.921,279.017,117.969,293.19,2.096,1.153,6.465,71.5799,-35.037
1008,8.047,275.938,136.351,255.83,2.578,0.356,4.113,68.3241,-2.18744
1009,8.594,272.864,152.672,259.697,2.355,4.636,5.062,42.8998,1.0366
