TIMESTAMP,SW_IN_Fx/Rax,SW_IN_Ff,Raf,Ra,SW_IN_F,TA_F,P_F,WS_F,TA_D,RH,acpcp,apcp,dswrf,gust,spfh,tmax,tmin
20120105,0.156934367,96.863,488.25,485.92,42.413,3.064,0.073,3.629,3.325,72.3225,0.01,0.01,250,40.47905,1.240451,-2.75,-3.89
20120105,0.156934367,96.863,488.25,485.92,42.413,3.064,0.073,3.629,3.325,71.208,0.01,0.01,250,40.47905,1.240451,-2.75,-3.89
20120106,0.087283915,96.863,490.72,488.25,96.863,6.389,0,5.842,-0.916,60.98125,0,0,173,62.5261,1.895508,2.42,0.28
20120107,0.198388121,56.762,493.33,490.72,96.863,5.473,0,3.706,-4.644,51.46944444,0.11,0.3,240,36.3151,1.652,3.21,2.87
20120108,0.205253505,89.327,496.1,493.33,56.762,0.829,0.06,2.345,2.152,59.865,0.11,0.1,369,24.16555,1.088033,0.87,-1.03
20120109,0.115058886,94.388,499,496.1,89.327,2.981,0.364,4.258,0.695,59.56875,0,0,293,37.85539,1.16707,-0.72,-1.38
20120110,0.180058456,85.718,502.04,499,94.388,3.676,0.176,3.008,1.069,62.16666667,0.03,0,301,34.98945,1.476653,2.43,1.53
20120111,0.189154309,9.566,505.23,502.04,85.718,4.745,0.806,3.379,0.013,90.30166667,0,0,340,21.83158,1.594401,1.15,0.88
20120112,0.170739383,28.366,508.55,505.23,9.566,4.758,8.703,4.223,-8.585,90.46666667,0,10.2,30,35.81661,2.116196,4.15,3.74
20120113,0.018933951,77.734,512.02,508.55,28.366,-3.827,3.162,6.287,-3.645,71.61555556,0.18,4.08,240,53.0004,1.062347,3.74,0.6
20120114,0.055778193,116.45,515.62,512.02,77.734,-7.472,0.385,3.431,-1.939,64.157,0.29,0.74,336,27.87501,0.753608,-5.14,-5.4
20120115,0.151818288,80.409,519.36,515.62,116.45,-9.411,0,2.52,10.684,61.45375,0,0,427,13.41884,0.481975,-12.39,-13.26
20120116,0.225844614,17.504,523.23,519.36,80.409,1.273,1.516,4.471,3.768,89.11,0,0.23,242,54.19903,1.157529,-5.15,-8.3
20120117,0.154823244,54.774,527.23,523.23,17.504,5.041,13.555,5.17,-8.985,58.484375,0.92,14.66,39,59.1469,2.00602,3.12,2.8
20120118,0.033453739,22.007,531.37,527.23,54.774,-3.944,0.366,3.827,-0.626,83.18722222,0.4,0.61,324,35.93631,0.757527,-3.27,-4.14
20120119,0.103890143,79.816,535.63,531.37,22.007,-4.57,3.593,5.639,-5.059,74.511875,0.15,5.3,151,50.38026,0.863094,-4.73,-5.65
20120120,0.041415586,130.576,540.02,535.63,79.816,-9.629,1.047,2.294,3.584,57.796,0.17,0.4,330,18.80135,0.546144,-8.89,-9.46
20120121,0.149013311,114.952,544.54,540.02,130.576,-6.045,0.793,2.863,4.596,61.09578571,0.02,4.04,450,22.37182,0.736,-7.9,-8.22
20120122,0.241798452,30.603,549.18,544.54,114.952,-1.449,0,3.342,6.313,83.54111111,0,0,330,27.25633,1.004835,-6.49,-7.52
20120123,0.211099276,14.904,553.94,549.18,30.603,4.864,11.081,5.946,-3.843,76.645,1.81,6.63,92,66.9123,1.848703,1.55,-0.57
20120124,0.055724899,26.65,558.83,553.94,14.904,1.021,0.886,5.625,-1.532,65.88722222,0.21,0.33,172,52.4054,1.094,0.85,-0.2
20120125,0.026905441,22.865,563.83,558.83,26.65,-0.511,0.085,1.849,0.995,85.835,0.21,0.1,388,16.85265,1.020494,-0.81,-1.82
20120126,0.047688921,19.997,568.94,563.83,22.865,0.484,2.09,2.896,1.573,87.105,0.02,2.23,149,19.20322,1.417383,-1.91,-2.08
20120127,0.040553004,20.848,574.07,568.94,19.997,2.057,13.033,3.56,-0.96,87.62111111,0.07,13.76,106,37.57485,1.601293,1.76,0.89
20120128,0.035147819,47.371,579.41,574.07,20.848,1.097,3.898,6.37,-1.374,77.14405,0.13,5.6,129,51.46149,1.289265,-1.59,-1.91
20120129,0.036316129,93.683,584.86,579.41,47.371,-0.277,1.72,5.058,-0.979,63.76857143,0.11,6,194,54.4727,1.097364,-2.66,-2.87
20120130,0.081757305,119.646,590.34,584.86,93.683,-1.256,1.647,3.216,9.309,54.218125,0.01,3.4,363,38.93676,0.984387,-4.01,-5.06
20120131,0.160180214,56.061,596.01,590.34,119.646,8.053,0.392,6.031,-1.94,66.42365,0,0.9,93,62.9059,1.888419,2.9,-0.69
20120201,0.202673036,35.384,601.78,596.01,56.061,6.113,1.392,4.13,-3.678,65.54514286,0.83,2.03,268,50.17769,1.881665,6.67,5.17
20120202,0.094060502,90.925,607.63,601.78,35.384,2.435,0,2.101,0.218,68.059,0.08,0,222,20.70147,1.272186,-0.03,-0.83
20120203,0.058798897,119.192,613.59,607.63,90.925,2.653,0,2.222,-0.996,62.4755,0.04,0,295,15.64757,1.282073,-2.21,-2.66
20120204,0.14963876,79.414,619.63,613.59,119.192,1.657,0,2.005,-0.313,65.0175,0.06,0.06,411,10.19348,1.244014,0.64,-0.17
20120205,0.194253492,122.482,625.76,619.63,79.414,1.344,0.102,2.073,1.425,76.54,0.02,0,405,11.87066,1.220604,-0.71,-1.11
20120206,0.128163581,41.696,631.98,625.76,122.482,2.769,0,4.865,-1.732,70.4615,0,0,533,47.55909,1.411,-0.13,-0.6
20120207,0.195733188,79.738,638.28,631.98,41.696,1.037,0,2.575,-3.685,59.90955,0.15,0.15,391,21.51645,1.206111,1.43,0.23
20120208,0.065976771,142.495,644.66,638.28,79.738,-2.648,0,2.265,2.535,66.00864286,0,0,317,15.50119,0.606162,-3.27,-3.53
20120209,0.124926365,21.631,651.11,644.66,142.495,-0.113,0,5.277,-0.205,69.90115,0,0,580,43.5626,0.966271,-1.98,-2.23
20120210,0.221038997,73.864,657.64,651.11,21.631,-0.318,1.746,4.774,-6.759,70.7145,0.12,0.8,222,41.46007,1.120098,-0.96,-1.37
20120211,0.033221729,70.783,664.23,657.64,73.864,-7.077,4.834,4.303,1.824,67.626,0.04,9.53,313,41.7823,0.884449,-1.16,-1.43
20120212,0.112316769,172.29,670.9,664.23,70.783,-5.253,0.834,4.842,4.189,60.60166667,0.44,2.48,430,50.4711,0.855132,-8.18,-10.44
20120213,0.106563991,37.43,677.63,670.9,172.29,-1.064,0,4.899,2.071,85.103,0,0,621,52.2805,0.944085,-5.37,-6.57
20120214,0.256804293,86.382,684.41,677.63,37.43,1.007,1.043,3.042,0.967,69.3571,0.14,1.8,348,29.0729,1.281507,-2.37,-3.33
20120215,0.055236634,28.728,691.25,684.41,86.382,1.974,0.222,3.125,1.486,89.48590909,0,0.4,608,24.01376,1.267563,-1.77,-2.4
20120216,0.126213819,131.064,698.14,691.25,28.728,3.46,4.452,3.141,-0.905,62.0155,0,5.62,126,29.09483,1.662959,-0.05,-1.75
20120217,0.041559494,60.592,705.08,698.14,131.064,2.555,0.386,3.552,-1.384,71.01681818,0.12,0.13,625,40.82989,1.274335,1.52,-0.65
20120218,0.187733119,96.66,712.08,705.08,60.592,1.171,3.946,4.373,-2.937,55.39611111,0.36,4.07,290,35.42442,1.373,-0.3,-1.82
20120219,0.085936348,186.62,719.1,712.08,96.66,-1.766,0,2.262,-0.638,49.931875,0.01,0,549,18.78762,0.931,-3.58,-4.39
20120220,0.135743175,19.058,726.17,719.1,186.62,-2.404,0,2.306,4.559,76.015,0,0,683,12.682435,0.835716,-4.23,-5.13
20120221,0.259518843,39.368,733.28,726.17,19.058,2.155,3.816,4.863,0.41,83.93272727,0,2,187,43.28428,1.355619,-2.32,-3.51
20120222,0.026244543,87.478,740.41,733.28,39.368,2.565,0.579,4.132,-0.52,81.875,0.03,7.66,429,44.18733,1.526,2.59,2.11
20120223,0.053687541,41.471,748.53,740.41,87.478,2.045,0.193,2.616,0.233,85.22681818,0.03,0.88,335,17.44281,1.456,0.25,0
20120224,0.118148053,105.745,754.77,748.53,41.471,2.278,6.911,6.067,-2.782,62.125,0.12,6.83,129,48.27526,1.539,0.26,-0.42
20120225,0.055403257,162.364,761.98,754.77,105.745,-0.504,0.993,5.504,-0.016,51.56722222,0.35,0.69,461,56.4629,0.941191,-0.83,-1.7
20120226,0.140102283,138.67,769.21,761.98,162.364,-0.52,0,2.857,4.177,55.235,0.01,0.01,688,23.99302,0.90692,-2.65,-3.13
20120227,0.213081708,185.274,776.44,769.21,138.67,3.657,0,5.407,-2.931,52.339,0.03,2.7,549,54.8289,1.368673,-0.69,-2.26
20120228,0.180275867,20.425,783.7,776.44,185.274,0.726,0,2.401,1.08,88.65681818,0.01,0,650,21.50087,0.966301,-0.83,-1.95
20120229,0.238619855,47.587,790.96,783.7,20.425,1.806,1.194,4.399,1.398,83.61909091,0,9.41,129,38.3176,1.528,-0.82,-1.35
20120301,0.026062269,99.107,798.22,790.96,47.587,3.204,3.721,3.276,1.792,68.00045455,0.65,6.44,296,34.05035,1.568457,3.27,1.45
20120302,0.060163599,50.578,805.49,798.22,99.107,4.996,6.363,3.904,-2.643,71.58090909,0.08,7.96,454,31.45733,1.680111,1.45,0.4
20120303,0.124160006,125.757,812.75,805.49,50.578,2.353,2.219,9.197,-4.783,55.59,2.26,6.05,487,82.2389,1.359748,9.53,4.62
20120304,0.062791593,172.474,819.99,812.75,125.757,-2.43,0.644,4.304,-2.947,54.69838889,0.16,0.22,634,35.47765,0.809473,-1.14,-1.77
20120305,0.154730237,157.595,827.23,819.99,172.474,-5.377,0,2.359,7.101,54.915,0,0,810,22.10581,0.55,-6,-6.64
20120306,0.210336711,167.798,834.46,827.23,157.595,1.724,0,4.17,9.65,41.206,0,0,578,41.19173,0.946,-4.53,-4.97
20120307,0.19050929,18.765,841.67,834.46,167.798,11.374,0,6.711,-3.379,83.29,0.01,0,649,73.9552,1.856,4.22,2.11
20120308,0.201085732,173.503,848.86,841.67,18.765,7.995,8.477,6.161,-7.737,58.15666667,0.61,8.1,48,69.7271,2.302,10.79,9.43
20120309,0.022294961,216.46,856.02,848.86,173.503,0.258,3.171,4.867,-1.147,51.88,1.37,3.26,673,47.35151,1.02975,0.57,-0.98
20120310,0.204395307,228.45,863.17,856.02,216.46,-0.889,0,3.244,9.082,41.25375,0.02,0,689,34.68399,0.778,-4.95,-5.45
20120311,0.252867924,57.926,870.28,863.17,228.45,8.193,0,4.414,2.589,71.12416667,0,0,840,49.29195,1.484,2.21,0.71
20120312,0.264663971,207.968,877.35,870.28,57.926,10.782,6.861,3.979,-0.102,78.31,0,10.6,157,37.43137,2.308,5.87,4.99
20120313,0.066560188,223.9,884.4,877.35,207.968,10.68,5.737,4.24,1.127,32.69166667,2.55,2.76,816,54.3016,2.566,11.05,8.56
20120314,0.23704109,173.654,891.4,884.4,223.9,11.807,0,2.733,4.089,60.990875,0,0,852,15.59664,1.700191,8.15,5.58
20120315,0.253165988,185.429,898.36,891.4,173.654,15.896,4.925,2.913,-2.206,79.11875,6.11,6,629,21.26727,3.326,10.94,9.9
20120316,0.194810411,209.892,905.28,898.36,185.429,13.69,1.042,2.869,0.335,70.89083333,5.63,5.71,758,14.84915,3.421,12.61,11.93
20120317,0.206408344,191.23,912.14,905.28,209.892,14.025,0,1.881,2.665,64.7505,0.02,0.1,685,15.52068,3.619,12.15,11.43
20120318,0.231853128,221.114,918.96,912.14,191.23,16.69,2.524,2.818,0.218,71.88,0.13,0.2,762,20.67264,3.522,13.55,12.99
20120319,0.209649834,207.893,925.73,918.96,221.114,16.908,0.182,1.789,0.8,61.102125,0.09,0.13,854,11.9418,3.6,13.52,13.01
20120320,0.240613302,239.132,932.44,925.73,207.893,17.708,0,2.442,2.459,52.08254167,0,0,762,11.94817,3.597,14.11,13.56
20120321,0.224571959,234.174,939.1,932.44,239.132,20.167,0,2.26,-0.148,54.28795833,0,0,887,12.45132,3.69825,15.97,14.77
20120322,0.256458324,203.893,945.7,939.1,234.174,20.019,0,2.125,-2.677,55.30666667,0,0,903,16.36177,3.677,16.96,14.68
20120323,0.249360026,36.53,952.23,945.7,203.893,17.342,0.061,4.638,-8.195,81.53307692,0,0,715,37.66923,3.317,17.32,16.15
20120324,0.215600085,154.948,958.7,952.23,36.53,9.147,13.992,3.711,1.654,76.16542308,1.64,22.41,34,38.3983,2.758,13.48,12.24
20120325,0.03836258,270.203,965.1,958.7,154.948,10.801,0.408,2.595,-8.18,37.13384615,0,10.56,420,24.44116,2.806,8.95,8.57
20120326,0.161623031,259.425,971.44,965.1,270.203,2.621,0,4.39,-0.367,34.61875,0,0,1028,43.14918,0.952214,7.45,4.32
20120327,0.279974096,212.334,977.71,971.44,259.425,2.254,0.12,2.658,9.378,59.18157692,0,0,907,24.17115,0.701,-1.35,-1.6
20120328,0.267052005,70.955,983.9,977.71,212.334,11.632,0.861,5.409,-6.988,58.91807692,2.72,2.7,467,59.1679,2.3,7.05,2.6
20120329,0.217174827,114.824,990.01,983.9,70.955,4.644,0,2.906,-2.226,64.99307692,0.04,0.1,902,31.69221,1.44,5.65,4.58
20120330,0.072116069,117.846,996.06,990.01,114.824,2.418,6.062,4.828,1.435,71.975,0,5.6,522,35.05198,1.293,2.25,0.46
20120331,0.115982667,51.66,1002.02,996.06,117.846,3.853,0.008,3.131,1.786,79.89307692,0,1.24,746,28.24148,1.589,2.35,0.61
20120401,0.11831215,290.179,1007.91,1002.02,51.66,5.639,3.494,2.593,1.1,45.34961538,0.08,0.7,343,24.52674,1.783,4.05,2.48
20120402,0.051555857,161.119,1013.71,1007.91,290.179,6.739,0,2.941,1.885,32.89307692,0.06,0.07,1085,22.11906,1.365415,4.89,3.44
20120403,0.287901698,292.035,1019.43,1013.71,161.119,8.624,0.367,2.424,0.562,41.71042308,0,0,810,12.81862,1.287,5.45,3.46
20120404,0.158939934,277.858,1025.07,1019.43,292.035,9.186,0,3.597,-4.743,48.97307692,0.09,0.08,1077,34.55289,1.716,8.95,7.15
20120405,0.286468909,299.029,1030.63,1025.07,277.858,4.443,0,2.843,2.261,39.17346154,0,0,1098,28.90907,1.212,4.05,2.82
20120406,0.271062464,298.239,1036.1,1030.63,299.029,6.704,0,3.162,1.34,27.84,0,0,1122,32.56111,1.136,3.05,1.88
20120407,0.290141952,172.189,1041.48,1036.1,298.239,8.044,0,3.367,2.016,48.96923077,0,0,1121,21.92239,1.172,3.75,2.15
20120408,0.287847698,292.656,1046.78,1041.48,172.189,10.06,0.465,3.431,-1.494,39.89884615,0.3,1.64,537,30.17416,1.8,6.45,5.68
20120409,0.165331067,133.229,1052.37,1046.78,292.656,8.566,0,4.039,-3.305,60.185,0.16,0.48,1031,45.31906,1.554,6.45,4.67
20120410,0.279577371,161.151,1057.36,1052.37,133.229,5.261,0.725,3.838,0.393,56.49730769,0.98,1.03,865,36.08709,1.467,6.2,4.65
20120411,0.12659901,236.009,1062.26,1057.36,161.151,5.654,0.761,3.538,1.269,45.28115385,1.3,1.41,1070,39.82733,1.484,2.25,1.64
20120412,0.15240883,303.949,1067.07,1062.26,236.009,6.923,0,2.875,2.184,39.7985,0.07,0.1,918,21.91278,1.449,3.45,2.08
20120413,0.222176303,89.309,1071.91,1067.07,303.949,9.107,0,2.623,1.777,62.94734615,0,0,1166,11.77846,1.504,5.45,4.11
20120414,0.284844481,73.35,1076.67,1071.91,89.309,10.884,0,3.946,5.017,82.28730769,0,2.5,193,30.3945,2.199,7.75,7.34
20120415,0.083317629,231.856,1081.33,1076.67,73.35,15.901,6.208,3.904,1.733,58.15465385,2.96,17.81,198,44.51481,3.569,10.75,9.25
20120416,0.068126724,302.245,1085.91,1081.33,231.856,17.634,0.053,6.763,-8.79,52.01678571,0.13,0.13,900,73.5679,3.438,15.25,14.25
20120417,0.21441743,321.493,1090.38,1085.91,302.245,8.844,0,3.608,-1.463,44.36833333,0,0,1096,31.63833,1.486,10.55,6.17
20120418,0.278333379,284.176,1094.77,1090.38,321.493,7.381,0,2.543,7.191,51.43833333,0,0,1213,21.56197,1.361636,4.55,3.04
20120419,0.294844916,245.473,1099.07,1094.77,284.176,14.572,0.504,3.51,3.201,47.14866667,0.01,0,965,26.10916,2.379,6.95,6.33
20120420,0.259575984,37.568,1103.27,1099.07,245.473,17.773,2.496,3.694,-11.788,77.13466667,0.67,0.75,983,39.35833,2.943,12.65,11.45
20120421,0.223346102,92.885,1107.38,1103.27,37.568,5.985,3.221,2.549,0.246,62.0407,1.55,5.7,474,28.33899,1.888,10.95,7.67
20120422,0.034051501,66.359,1111.4,1107.38,92.885,6.231,0,3.348,-0.759,57.65533333,0.13,0.08,923,33.61524,1.536,5.95,4.91
20120423,0.083878163,146.09,1115.32,1111.4,66.359,5.472,4.682,5.313,1.288,56.61566667,0.21,6.57,375,62.8795,1.508,5.35,4.67
20120424,0.059707576,298.849,1119.16,1115.32,146.09,6.76,2.937,4.573,3.234,37.56333333,1.16,4.6,502,59.6878,1.703,2.65,2.41
20120425,0.130984829,160.748,1122.9,1119.16,298.849,9.994,0,2.824,-0.221,55.29266667,0,0,1152,17.17473,1.583,4.25,2.94
20120426,0.267029737,314.105,1126.55,1122.9,160.748,9.773,2.247,3.824,-3.925,33.596,0.02,2.7,367,30.98926,1.99,7.23,6.27
20120427,0.143154333,172.545,1130.11,1126.55,314.105,5.848,0,4.108,-0.909,37.013,0.09,0.05,1286,38.7745,1.158,4.15,2.24
20120428,0.278820292,334.28,1133.58,1130.11,172.545,4.939,0,2.331,3.07,30.9487,0,0.29,656,13.28124,1.053,1.55,-0.93
20120429,0.152679828,76.663,1136.96,1133.58,334.28,8.009,0,2.909,0.355,59.92733333,0,0,1278,14.47325,1.281098,2.65,1.1
20120430,0.29488876,112.343,1139.83,1136.96,76.663,8.364,17.832,3.438,3.105,80.62576923,0.68,5.2,438,28.49727,1.933415,6.32,5
20120501,0.067428054,160.973,1143.45,1139.83,112.343,11.469,1.018,2.156,4.409,76.21966667,0.56,12.5,848,15.27765,2.899,9.05,8.02
20120502,0.098561189,305.138,1146.57,1143.45,160.973,15.878,3.544,2.966,6.309,66.241,4.88,4.9,913,21.58408,3.608,9.55,8.25
20120503,0.140778346,183.279,1149.59,1146.57,305.138,22.187,1.556,2.841,-2.195,71.175,2.22,2.2,1057,26.26734,4.654,16.65,15.75
20120504,0.266131156,318.041,1152.53,1149.59,183.279,19.992,15.564,2.863,-4.935,50.892,10.67,15.53,596,35.39381,4.772,17.85,17.25
20120505,0.159429884,322.287,1155.4,1152.53,318.041,15.057,0,4.354,0.507,28.59366667,0,0,1191,43.13929,2.694,15.45,13.04
20120506,0.275950301,87.577,1158.15,1155.4,322.287,15.564,0,3.999,-0.218,64.499,0,0,1246,30.71974,2.315,11.55,8.75
20120507,0.278939761,252.361,1160.84,1158.15,87.577,15.346,1.01,3.126,0.692,73.687,1.8,5.1,162,37.11964,2.896,11.85,11.22
20120508,0.075618011,251.042,1163.43,1160.84,252.361,16.038,0.368,2.443,-2.222,63.76966667,1.47,9.15,902,16.51879,3.733,13.35,12.25
20120509,0.217395162,289.758,1165.95,1163.43,251.042,13.816,4.414,3.383,-1.925,46.09666667,3.88,4.25,996,30.09523,3.011,12.55,11.25
20120510,0.215777486,346.337,1168.39,1165.95,289.758,11.891,0.066,3.797,2.9,36.9377,1.38,1.4,1298,36.67036,2.09,7.65,6.39
20120511,0.24851666,299.207,1170.74,1168.39,346.337,14.791,0,3.882,3.025,43.477,0,0,1329,27.74785,2.186,6.25,5.99
20120512,0.296422427,247.009,1173.02,1170.74,299.207,17.816,1.266,4.04,-0.37,48.00033333,0,0,1100,30.49876,2.724,11.85,11.06
20120513,0.255570836,341.915,1175.21,1173.02,247.009,17.446,2.089,2.123,0.769,35.12633333,2.1,2.34,998,9.58338,3.283,14.15,12.97
20120514,0.210575267,347.43,1177.33,1175.21,341.915,18.215,0,2.3,1.479,33.07233333,0,0,1221,7.25214,2.988,13.15,12.06
20120515,0.290939492,272.495,1179.37,1177.33,347.43,19.694,0,2.774,-4.719,51.86703333,0,0,1348,14.73732,2.626,13.15,11.84
20120516,0.29509993,358.332,1181.33,1179.37,272.495,14.975,0.711,3.664,-3.144,40.74866667,1.14,1.26,1081,35.29765,2.744,14.95,14.04
20120517,0.231051324,343.217,1183.22,1181.33,358.332,11.831,0,2.628,4.794,34.5687,2.42,6.2,834,51.4485,1.764812,7.125,5.755
20120518,0.303329298,346.512,1185.03,1183.22,343.217,16.625,0,2.56,5.239,31.8437,0,0,1333,11.99724,2.402,8.35,7.74
20120519,0.290070317,333.031,1186.77,1185.03,346.512,21.864,0,2.017,3.124,30.221,0,0,1345,8.366278,3.155336,13.75,12.95
20120520,0.292407787,346.046,1188.44,1186.77,333.031,24.988,0,2.442,-1.878,45.132,0,0,1319,8.554592,3.222,16.55,15.65
20120521,0.280619665,285.31,1190.03,1188.44,346.046,23.11,0,2.854,-4.619,60.88733333,0,0,1311,29.83591,4.134,19.15,18.05
20120522,0.291176669,313.731,1191.56,1190.03,285.31,18.491,0,2.979,0.721,56.46136667,0.42,0.34,613,19.93911,4.048,16.25,14.15
20120523,0.239750258,339.652,1193.01,1191.56,313.731,19.212,0,2,3.95,61.30806667,0.04,0.1,1213,9.23401,4.162,14.35,14.05
20120524,0.263294337,273.631,1194.4,1193.01,339.652,23.162,0,3.128,1.488,59.1487,0,0,1317,21.57446,4.568,16.35,16.05
20120525,0.284701721,248.678,1195.72,1194.4,273.631,24.65,0,4.446,-1.562,42.043,0.02,0,1244,44.88363,4.623,19.85,18.95
20120526,0.229094943,126.857,1196.97,1195.72,248.678,23.088,0,2.235,-3.386,67.01633333,0,0,1181,24.02918,3.526,19.55,16.85
20120527,0.207973439,315.297,1198.15,1196.97,126.857,19.702,0.121,3.08,5.766,62.35803333,0.58,0.5,1262,16.66127,3.842,17.65,16.85
20120528,0.105981771,216.263,1199.27,1198.15,315.297,25.468,0.089,3.541,-2.197,68.66366667,2.4,2.4,1293,27.51302,5.40305,18.25,17.75
20120529,0.263153195,313.47,1200.33,1199.27,216.263,23.271,6.324,4.275,-3.38,47.27733333,5.54,6.26,757,47.10049,4.946,23.45,20.85
20120530,0.180328867,268.152,1201.32,1200.33,313.47,19.891,0,3.031,-4.45,53.27333333,1.18,1.17,1040,21.69769,3.423,18.55,16.75
20120531,0.261153183,23.74,1202.25,1201.32,268.152,15.441,0.113,2.604,-1.058,89.9346875,0,0,1240,23.11276,2.611,12.75,9.85
20120601,0.223214464,286.922,1203.11,1202.25,23.74,14.383,44.066,5.048,0.433,66.343125,1.62,38.8,70,60.874,3.636,13.95,13.05
20120602,0.019746309,184.59,1203.92,1203.11,286.922,14.816,1.935,5.211,1.761,73.02,3.04,3.2,734,43.60175,2.904,12.65,11.15
20120603,0.238483597,162.309,1204.67,1203.92,184.59,16.577,8.805,3.062,-2.523,76.6684375,10.54,13.8,798,48.90172,3.47,13.25,12.35
20120604,0.153324141,261.821,1205.35,1204.67,162.309,14.054,2.262,2.23,1.743,62.96625,2.85,2.9,971,29.5099,3.124,10.65,8.95
20120605,0.134733163,217.962,1205.98,1205.35,261.821,15.797,0.162,2.712,0.864,68.20058824,0.37,0.25,1373,28.00747,3.022,10.05,9.25
20120606,0.217215746,308.135,1206.54,1205.98,217.962,16.661,7.315,2.784,1.627,65.6853125,3.37,3.4,1278,16.021976,3.354,12.05,11.25
20120607,0.180734341,340.755,1207.05,1206.54,308.135,18.288,2.447,2.773,3.002,51.56034375,0.65,0.7,1367,20.58675,3.629,13.25,11.95
20120608,0.255387306,221.374,1207.51,1207.05,340.755,21.29,0.046,3.412,1.21,60.40625,0,0,1259,25.62019,3.596,14.85,13.55
20120609,0.282303964,350.566,1207.9,1207.51,221.374,22.5,2.077,3.23,3.277,49.15607143,0.03,0.1,680,24.77638,4.24,19.05,17.75
20120610,0.183330987,217.058,1208.25,1207.9,350.566,25.777,0,2.422,-2.312,65.471875,0,0,1369,17.16664,4.536,19.25,18.15
20120611,0.290227668,223.262,1208.63,1208.25,217.058,23.465,3.512,2.824,-1.437,74.675625,1.26,2.7,900,20.27913,4.612,20.25,19.85
20120612,0.179646596,373.94,1209.01,1208.63,223.262,22.028,8.777,3.64,-6.708,58.98690625,6.74,7.4,937,33.70084,5.222,19.15,18.85
20120613,0.184723199,374.319,1209.28,1209.01,373.94,15.32,0,2.508,3.047,53.3353125,0,0,1434,26.48379,2.694,13.35,10.05
20120614,0.309294381,351.506,1209.5,1209.28,374.319,18.367,0,3.703,4.066,55.6665625,0,0,1372,26.49847,3.35,12.95,11.65
20120615,0.309538734,294.181,1209.67,1209.5,351.506,22.433,0,2.778,1.161,54.17065625,0,0,1372,18.40068,4.323,15.75,14.72
20120616,0.290620918,177.152,1209.78,1209.67,294.181,23.594,0,2.892,-1.275,71.97214286,0,0,1156,24.15497,4.48,18.84,18.16
20120617,0.243191118,230.858,1209.84,1209.78,177.152,22.319,8.157,3.841,0.748,71.49625,3.08,4,660,51.1396,4.657,20.05,19.38
20120618,0.146433236,329.16,1209.84,1209.84,230.858,23.067,1.609,2.761,2.988,63.6846875,0.6,0.6,1288,22.68983,5.279,18.16,17.66
20120619,0.190816968,347.355,1209.8,1209.84,329.16,26.055,0,4.657,1.099,58.49909375,7.94,8.38,1017,41.7414,5.972,20.65,19.84
20120620,0.272069034,336.548,1209.7,1209.8,347.355,27.154,0,3.61,-0.576,57.6125,0,0,1353,41.31574,5.963,22.95,22.65
20120621,0.287117705,278.689,1209.55,1209.7,336.548,26.578,0.405,4.103,-3.155,58.12721875,1.08,1.1,1344,39.06645,5.814,22.35,21.63
20120622,0.27820782,337.384,1209.34,1209.55,278.689,23.423,0,2.614,-1.933,52.176875,4.56,4.5,1269,20.09705,4.721,20.35,18.95
20120623,0.230407176,211.953,1209.08,1209.34,337.384,21.49,0,2.756,0.973,56.95503571,0,0,1371,14.30429,3.648267,16.55,14.95
20120624,0.278981924,340.051,1208.77,1209.08,211.953,22.463,1.037,2.392,-4.212,53.15284375,0.96,1,860,16.85637,4.14,17.25,15.25
20120625,0.175301055,334.034,1208.4,1208.77,340.051,18.251,0.081,3.861,1.852,46.774375,2.31,2.2,1381,42.13571,3.373,16.65,14.45
20120626,0.281319854,258.9,1207.98,1208.4,334.034,20.103,0,3.54,1.895,51.001875,0.16,0.1,1384,38.24997,3.381,12.45,10.85
20120627,0.27642668,301.373,1207.51,1207.98,258.9,21.998,0.107,3.184,3.875,54.54375,0,0,1342,35.53096,3.893,14.45,13.71
20120628,0.21432474,314.133,1206.98,1207.51,301.373,25.873,0,3.274,-0.013,62.88971875,0,0,1296,27.14303,5.479,18.15,17.55
20120629,0.249582198,303.795,1206.4,1206.98,314.133,25.86,0,3.381,-0.82,65.44909375,8.93,9.24,1373,30.67839,5.542,22.15,20.95
20120630,0.260263633,349.1,1205.77,1206.4,303.795,25.04,0,4.03,0.452,49.70321429,0.22,0.22,1254,26.59576,4.90129,20.25,18.95
20120701,0.251819463,354.465,1205.07,1205.77,349.1,25.492,0,2.938,0.061,48.123125,1.37,1.43,1275,20.18308,4.973,21.35,18.95
20120702,0.289524536,151.162,1204.33,1205.07,354.465,25.553,0,2.492,-1.773,77.225,0,0,1346,13.39422,4.301,19.05,17.35
20120703,0.294144738,227.393,1203.53,1204.33,151.162,23.78,5.055,3.005,2.578,78.9746875,1.32,1.4,842,24.17717,5.523,20.05,18.65
20120704,0.125515432,254.619,1202.67,1203.53,227.393,26.358,2.469,2.896,0.351,70.5828125,10.65,10.75,1229,18.67125,6.859,21.75,21.25
20120705,0.188938373,333.007,1201.75,1202.67,254.619,26.709,0,2.126,1.977,67.84846875,0.02,0.02,1276,16.58663,5.78,24.35,21.95
20120706,0.211711442,285.57,1200.78,1201.75,333.007,28.686,0,2.755,-0.727,65.8078125,0,0,1299,13.55264,6.457,21.75,21.05
